molecule,smiles,Erel_eV,
hc_c32h18_0pent_113,c1ccc2c(c1)ccc1cc3c(cc4ccc5c6ccccc6cc6ccc3c4c65)cc12,0.433,
hc_c32h18_0pent_114,c1ccc2cc3c(cc2c1)cc1ccc2cc4ccccc4c4c5ccccc5c3c1c24,1.079,
hc_c32h18_0pent_115,c1ccc2c(c1)ccc1cc3cc4ccc5cc6ccccc6c6ccc(c3cc12)c4c56,0.283,
hc_c32h18_0pent_116,c1ccc2c(c1)ccc1cc3c(cc4ccc5cc6ccccc6c6ccc3c4c56)cc12,0.27,
hc_c32h18_0pent_117,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4ccccc4c4ccc3c1c42,0.331,
hc_c32h18_0pent_118,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5ccccc5ccc4c4ccc3c1c24,0.39,
hc_c32h18_0pent_119,c1ccc2cc3c(cc2c1)cc1ccc2cc4cc5ccccc5cc4c4ccc3c1c24,0.575,
hc_c32h18_0pent_12,c1ccc2c(c1)ccc1c3cccc4c5ccc6ccccc6c5c5cccc(c21)c5c34,0.646,
hc_c32h18_0pent_120,c1ccc2cc3c(cc2c1)cc1ccc2cc4ccc5ccccc5c4c4ccc3c1c24,0.633,
hc_c32h18_0pent_121,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c5c6ccccc6ccc5c3c1c24,0.963,
hc_c32h18_0pent_122,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c5ccc6ccccc6c5c3c1c24,0.829,
hc_c32h18_0pent_123,c1ccc2c(c1)c1ccccc1c1c2cc2ccc3cccc4c5ccccc5c1c2c34,0.453,
hc_c32h18_0pent_124,c1ccc2c(c1)ccc1ccc3c(cc4ccc5cccc6c7ccccc7c3c4c56)c12,0.564,
hc_c32h18_0pent_125,c1ccc2c(c1)ccc1c2cc2ccc3cccc4c5c6ccccc6ccc5c1c2c34,0.643,
hc_c32h18_0pent_126,c1ccc2c(c1)ccc1c2cc2ccc3cccc4c5ccc6ccccc6c5c1c2c34,0.54,
hc_c32h18_0pent_127,c1ccc2c(c1)ccc1c3ccccc3c3cc4ccc5cccc6ccc(c4c56)c3c21,0.539,
hc_c32h18_0pent_128,c1ccc2c(c1)ccc1c2c2ccccc2c2cc3ccc4cccc5ccc(c21)c3c45,0.655,
hc_c32h18_0pent_129,c1ccc2c(c1)ccc1c3ccccc3c3c(cc4ccc5cccc6ccc3c4c56)c21,0.649,
hc_c32h18_0pent_130,c1ccc2c(c1)ccc1ccc3c4cc5ccc6cccc7ccc(c4ccc3c12)c5c67,0.39,
hc_c32h18_0pent_131,c1ccc2cc3c(ccc4c3ccc3c4cc4ccc5cccc6ccc3c4c56)cc2c1,0.326,
hc_c32h18_0pent_132,c1ccc2c(c1)ccc1c2ccc2c1ccc1c2cc2ccc3cccc4ccc1c2c34,0.144,
hc_c32h18_0pent_133,c1cc2ccc3cc4c(ccc5c6ccccc6c6ccccc6c54)c4ccc(c1)c2c34,0.393,
hc_c32h18_0pent_134,c1ccc2c(c1)ccc1c2ccc2c1cc1c3ccccc3c3cccc4ccc2c1c43,0.091,
hc_c32h18_0pent_135,c1ccc2c(c1)ccc1c2ccc2c1cc1ccc3cccc4c5ccccc5c2c1c34,0.375,
hc_c32h18_0pent_136,c1ccc2c(c1)ccc1c3cc4ccc5cccc6ccc(c3c3ccccc3c21)c4c56,0.562,
hc_c32h18_0pent_137,c1ccc2cc3c(ccc4c3cc3c5ccccc5c5cccc6ccc4c3c65)cc2c1,0.225,
hc_c32h18_0pent_138,c1ccc2cc3c(ccc4c3cc3ccc5c6ccccc6cc6ccc4c3c65)cc2c1,0.416,
hc_c32h18_0pent_139,c1ccc2cc3c(ccc4c3cc3ccc5cc6ccccc6c6ccc4c3c56)cc2c1,0.348,
hc_c32h18_0pent_14,c1ccc2c(c1)ccc1cc3ccc4cccc5c6ccc7ccccc7c6c(c12)c3c45,0.639,
hc_c32h18_0pent_140,c1ccc2cc3c(ccc4c3cc3ccc5cccc6c7ccccc7c4c3c56)cc2c1,0.495,
hc_c32h18_0pent_141,c1ccc2cc3c(cc2c1)c1ccccc1c1c3cc2ccc3cccc4ccc1c2c34,0.46,
hc_c32h18_0pent_142,c1ccc2c(c1)ccc1cc3c(ccc4c3cc3ccc5cccc6ccc4c3c56)cc12,0.169,
hc_c32h18_0pent_143,c1ccc2cc3cc4c(ccc5c4cc4ccc6cccc7ccc5c4c67)cc3cc2c1,0.554,
hc_c32h18_0pent_144,c1ccc2c(c1)ccc1cc3ccc4c(cc5ccc6cccc7ccc4c5c67)c3cc12,0.172,
hc_c32h18_0pent_145,c1ccc2c(c1)ccc1c2ccc2ccc3c(cc4ccc5cccc6ccc3c4c56)c21,0.39,
hc_c32h18_0pent_146,c1ccc2cc3c(ccc4ccc5c(cc6ccc7cccc8ccc5c6c78)c43)cc2c1,0.547,
hc_c32h18_0pent_147,c1ccc2c(c1)ccc1ccc3ccc4c5ccc6cccc7ccc(cc4c3c12)c5c76,0.542,
hc_c32h18_0pent_148,c1ccc2c(c1)cc1c3c(ccc4ccc5ccccc5c43)c3cccc4ccc2c1c43,0.546,
hc_c32h18_0pent_149,c1ccc2c(c1)ccc1c2ccc2c3cccc4ccc5c6ccccc6cc(c12)c5c43,0.375,
hc_c32h18_0pent_15,c1ccc2c(c1)ccc1cc3ccc4cc5ccccc5c5c6ccccc6c(c12)c3c45,1.063,
hc_c32h18_0pent_150,c1ccc2c(c1)ccc1cc3c4ccc5ccccc5c4c4cccc5ccc(c12)c3c54,0.638,
hc_c32h18_0pent_151,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)c2c3ccccc3c3ccccc3c12,0.783,
hc_c32h18_0pent_152,c1ccc2c(c1)ccc1c2ccc2c3cc4ccccc4c4ccc5cccc(c12)c5c43,0.39,
hc_c32h18_0pent_153,c1ccc2c(c1)cc1c3ccc4ccc5ccccc5c4c3c3cccc4ccc2c1c43,0.562,
hc_c32h18_0pent_154,c1ccc2c(c1)cc1c3ccccc3c3c4c(ccc5ccccc54)cc4ccc2c1c43,0.62,
hc_c32h18_0pent_155,c1ccc2c(c1)ccc1cc3c4ccccc4c4c5ccccc5cc5ccc(c12)c3c54,0.734,
hc_c32h18_0pent_156,c1ccc2c(c1)cc1c3c4ccccc4ccc3c3c4ccccc4cc4ccc2c1c43,0.832,
hc_c32h18_0pent_157,c1ccc2c(c1)cc1c3ccc4ccccc4c3c3c4ccccc4cc4ccc2c1c43,0.746,
hc_c32h18_0pent_158,c1ccc2c(c1)ccc1ccc3cc4c5ccccc5c5cccc6ccc(c3c12)c4c65,0.472,
hc_c32h18_0pent_159,c1ccc2c(c1)ccc1cc3c4c5ccccc5ccc4c4cccc5ccc(c12)c3c54,0.66,
hc_c32h18_0pent_16,c1ccc2c(c1)cc1ccc3cc4ccccc4c4c5c6ccccc6ccc5c2c1c34,1.012,
hc_c32h18_0pent_160,c1ccc2c(c1)ccc1c2cc2c3c4ccccc4ccc3c3cccc4ccc1c2c43,0.349,
hc_c32h18_0pent_161,c1ccc2c(c1)ccc1c2cc2c3ccc4ccccc4c3c3cccc4ccc1c2c43,0.383,
hc_c32h18_0pent_162,c1ccc2c(c1)ccc1c2cc2c3ccccc3c3c4ccccc4cc4ccc1c2c43,0.5,
hc_c32h18_0pent_163,c1ccc2c(c1)ccc1c2cc2c3ccccc3c3cccc4c5ccccc5c1c2c34,0.301,
hc_c32h18_0pent_164,c1ccc2c(c1)c1ccccc1c1c2cc2c3ccccc3c3cccc4ccc1c2c43,0.283,
hc_c32h18_0pent_165,c1ccc2c(c1)ccc1ccc3c(cc4c5ccccc5c5cccc6ccc3c4c65)c12,0.305,
hc_c32h18_0pent_166,c1ccc2c(c1)cc1ccc3c4c(ccc5ccc6ccccc6c54)cc4ccc2c1c43,0.7,
hc_c32h18_0pent_167,c1ccc2c(c1)ccc1c2ccc2cc3ccc4c5ccccc5cc5ccc(c21)c3c54,0.56,
hc_c32h18_0pent_168,c1ccc2c(c1)ccc1cc3ccc4c5c(ccc6ccccc65)cc5ccc(c12)c3c54,0.738,
hc_c32h18_0pent_169,c1ccc2c(c1)ccc1c2cc2ccc3c4c(ccc5ccccc54)cc4ccc1c2c43,0.471,
hc_c32h18_0pent_17,c1ccc2c(c1)ccc1ccc3cc4ccc5cccc6c7ccccc7c(c3c12)c4c56,0.615,
hc_c32h18_0pent_170,c1ccc2c(c1)ccc1c2cc2ccc3c4ccc5ccccc5c4cc4ccc1c2c43,0.222,
hc_c32h18_0pent_171,c1ccc2c(c1)ccc1c2cc2ccc3c4ccccc4cc4c5ccccc5c1c2c34,0.462,
hc_c32h18_0pent_172,c1ccc2c(c1)cc1ccc3c4c5ccccc5c5ccccc5c4cc4ccc2c1c43,0.479,
hc_c32h18_0pent_173,c1ccc2c(c1)ccc1c2ccc2c1cc1ccc3c4ccccc4cc4ccc2c1c43,0.299,
hc_c32h18_0pent_174,c1ccc2c(c1)cc1ccc3c4ccc5ccc6ccccc6c5c4cc4ccc2c1c43,0.544,
hc_c32h18_0pent_175,c1ccc2c(c1)cc1ccc3cc4ccc5ccc6ccccc6c5c4c4ccc2c1c34,0.608,
hc_c32h18_0pent_176,c1ccc2c(c1)ccc1cc3ccc4cc5ccc6ccccc6c5c5ccc(c12)c3c45,0.615,
hc_c32h18_0pent_177,c1ccc2c(c1)ccc1c2cc2ccc3cc4c5ccccc5ccc4c4ccc1c2c34,0.162,
hc_c32h18_0pent_178,c1ccc2c(c1)ccc1c2cc2ccc3cc4ccc5ccccc5c4c4ccc1c2c34,0.409,
hc_c32h18_0pent_179,c1ccc2c(c1)ccc1c2cc2ccc3cc4ccccc4c4c5ccccc5c1c2c34,0.844,
hc_c32h18_0pent_18,c1ccc2c(c1)ccc1ccc3ccc4c5cccc6ccc7cccc(c7c65)c4c3c12,0.557,
hc_c32h18_0pent_180,c1ccc2c(c1)cc1ccc3cc4c5ccccc5c5ccccc5c4c4ccc2c1c34,0.422,
hc_c32h18_0pent_181,c1ccc2c(c1)ccc1c2ccc2c1cc1ccc3cc4ccccc4c4ccc2c1c34,0.202,
hc_c32h18_0pent_182,c1ccc2c(c1)cc1ccc3cc4c(ccc5ccc6ccccc6c54)c4ccc2c1c34,0.445,
hc_c32h18_0pent_183,c1ccc2c(c1)cc1c3ccccc3c3cc4ccc5ccccc5c4c4ccc2c1c34,0.366,
hc_c32h18_0pent_184,c1ccc2c(c1)ccc1c2cc2c3ccccc3c3cc4ccccc4c4ccc1c2c43,0.133,
hc_c32h18_0pent_185,c1ccc2c(c1)cc1c3ccc4ccccc4c3c3cc4ccccc4c4ccc2c1c43,0.435,
hc_c32h18_0pent_19,c1ccc2cc3c(ccc4ccc5c6cccc7ccc8cccc(c8c76)c5c43)cc2c1,0.619,
hc_c32h18_0pent_2,c1ccc2c(c1)cc1c3ccccc3c3cc4ccccc4c4c5ccccc5c2c1c34,0.846,
hc_c32h18_0pent_20,c1ccc2c(c1)ccc1c2ccc2ccc3c4cccc5ccc6cccc(c6c54)c3c21,0.47,
hc_c32h18_0pent_205,c1ccc2c(c1)ccc1cc3cccc4c5cc6cccc7cccc(c5cc(c12)c34)c76,1.213,
hc_c32h18_0pent_207,c1ccc2c(c1)ccc1c2cc2cccc3c4cc5cccc6cccc(c4cc1c23)c65,1.024,
hc_c32h18_0pent_21,c1ccc2c(c1)ccc1cc3ccc4c5cccc6ccc7cccc(c4c3cc12)c7c65,0.365,
hc_c32h18_0pent_211,c1ccc2c(c1)cc1cc3c4cccc5cccc(cc3c3c6ccccc6cc2c13)c54,1.102,
hc_c32h18_0pent_212,c1ccc2c(c1)cc1cc3c(cc4c5ccccc5cc5cccc3c54)c3cccc2c13,1.063,
hc_c32h18_0pent_213,c1ccc2c(c1)cc1cc3c(cc4cc5ccccc5c5cccc3c45)c3cccc2c13,0.734,
hc_c32h18_0pent_214,c1ccc2c(c1)cc1cc3c(cc4cccc5cc6ccccc6c3c54)c3cccc2c13,1.155,
hc_c32h18_0pent_215,c1ccc2c(c1)ccc1c2cc2cc3c(cc4cccc5cccc3c54)c3cccc1c23,0.819,
hc_c32h18_0pent_216,c1ccc2cc3c(cc2c1)cc1cc2c(cc4cccc5cccc2c54)c2cccc3c12,0.945,
hc_c32h18_0pent_217,c1ccc2c(c1)ccc1cc3cc4c(cc5cccc6cccc4c65)c4cccc(c12)c34,1.057,
hc_c32h18_0pent_218,c1ccc2c(c1)ccc1cc3c4cc5cccc6cccc(c4cc4cccc(c12)c43)c65,1.066,
hc_c32h18_0pent_219,c1ccc2cc3c(cc2c1)cc1c2cc4cccc5cccc(c2cc2cccc3c21)c54,0.994,
hc_c32h18_0pent_22,c1ccc2cc3cc4c(ccc5c6cccc7ccc8cccc(c45)c8c76)cc3cc2c1,0.791,
hc_c32h18_0pent_220,c1ccc2c(c1)ccc1c2cc2c3cc4cccc5cccc(c3cc3cccc1c32)c54,0.845,
hc_c32h18_0pent_221,c1ccc2c(c1)cc1cccc3c4cc5cccc6c7ccccc7cc(c4cc2c13)c56,1.101,
hc_c32h18_0pent_222,c1ccc2c(c1)cc1cc3c(cc4cccc5c6ccccc6cc3c45)c3cccc2c13,0.77,
hc_c32h18_0pent_223,c1ccc2c(c1)cc1c3cc4cccc5c6ccccc6cc(c3cc3cccc2c31)c45,0.804,
hc_c32h18_0pent_224,c1ccc2c(c1)cc1c3cc4cccc5cc6ccccc6c(c3cc3cccc2c31)c54,1.18,
hc_c32h18_0pent_225,c1ccc2c(c1)cc1c3cc4cccc5cccc(c3cc3c6ccccc6cc2c31)c54,1.035,
hc_c32h18_0pent_226,c1ccc2c(c1)cc1cc3c(cc4cccc5cccc3c54)c3cc4ccccc4c2c13,1.099,
hc_c32h18_0pent_228,c1ccc2c(c1)ccc1c2cc2cccc3cc4c5cccc6cccc(cc4c1c23)c65,1.119,
hc_c32h18_0pent_23,c1ccc2c(c1)ccc1cc3c(ccc4c5cccc6ccc7cccc(c34)c7c65)cc12,0.374,
hc_c32h18_0pent_230,c1ccc2c(c1)ccc1cc3cccc4cc5c6cccc7cccc(cc5c(c34)c12)c76,1.317,
hc_c32h18_0pent_24,c1ccc2cc3c(cc2c1)c1ccccc1c1c2cccc4ccc5cccc(c5c42)c31,0.825,
hc_c32h18_0pent_25,c1ccc2cc3c(ccc4c3c3cccc5ccc6cc7ccccc7c4c6c53)cc2c1,0.926,
hc_c32h18_0pent_26,c1ccc2cc3c(ccc4c5cc6ccccc6c6ccc7cccc(c34)c7c65)cc2c1,0.598,
hc_c32h18_0pent_27,c1ccc2cc3c(ccc4c5cccc6c7ccccc7c7cccc(c34)c7c65)cc2c1,0.467,
hc_c32h18_0pent_277,c1ccc2c(c1)ccc1ccc3cc4cccc5c6cccc7cccc(c76)c(c45)c3c12,0.997,
hc_c32h18_0pent_278,c1ccc2cc3c(ccc4cc5cccc6c7cccc8cccc(c87)c(c43)c56)cc2c1,1.006,
hc_c32h18_0pent_279,c1ccc2c(c1)ccc1c2ccc2cc3cccc4c5cccc6cccc(c65)c(c21)c34,0.931,
hc_c32h18_0pent_28,c1ccc2cc3c(ccc4c5cccc6ccc7c8ccccc8cc(c34)c7c65)cc2c1,0.581,
hc_c32h18_0pent_280,c1ccc2c(c1)ccc1cc3cc4cccc5c6cccc7cccc(c76)c(c3cc12)c45,0.933,
hc_c32h18_0pent_282,c1ccc2c(c1)ccc1cc3c(cc4cccc5c6cccc7cccc(c76)c3c45)cc12,0.944,
hc_c32h18_0pent_283,c1ccc2cc3c(cc2c1)cc1c2ccccc2cc2c4cccc5cccc(c54)c3c12,0.981,
hc_c32h18_0pent_285,c1ccc2cc3c(cc2c1)cc1cccc2c1c3c1cccc3cc4ccccc4c2c31,1.758,
hc_c32h18_0pent_286,c1ccc2cc3c(cc2c1)cc1cccc2c4cc5ccccc5c5cccc(c54)c3c12,1.083,
hc_c32h18_0pent_287,c1ccc2cc3c(cc2c1)cc1cccc2c4cccc5c6ccccc6cc(c54)c3c12,1.045,
hc_c32h18_0pent_288,c1ccc2cc3c(cc2c1)cc1cccc2c4cccc5cc6ccccc6c(c54)c3c12,1.477,
hc_c32h18_0pent_289,c1ccc2c(c1)ccc1c2cc2cc3ccccc3c3c4cccc5cccc(c54)c1c23,1.362,
hc_c32h18_0pent_29,c1ccc2cc3c(ccc4c5cccc6ccc7cc8ccccc8c(c34)c7c65)cc2c1,0.784,
hc_c32h18_0pent_290,c1ccc2c(c1)ccc1c2cc2cccc3c2c1c1cccc2cc4ccccc4c3c21,1.357,
hc_c32h18_0pent_291,c1ccc2c(c1)ccc1c2cc2cccc3c4cccc5cc6ccccc6c(c54)c1c23,1.072,
hc_c32h18_0pent_292,c1ccc2c(c1)c1ccccc1c1c2cc2cccc3c4cccc5cccc(c54)c1c23,0.828,
hc_c32h18_0pent_293,c1ccc2c(c1)ccc1c2ccc2c1cc1cccc3c4cccc5cccc(c54)c2c13,0.757,
hc_c32h18_0pent_294,c1ccc2cc3c(ccc4c3cc3cccc5c6cccc7cccc(c76)c4c35)cc2c1,0.835,
hc_c32h18_0pent_295,c1ccc2c(c1)ccc1ccc3c(cc4cccc5c6cccc7cccc(c76)c3c45)c12,1.05,
hc_c32h18_0pent_297,c1ccc2c(c1)ccc1cc3cc4ccccc4c4c5cccc6cccc(c65)c(c12)c34,1.372,
hc_c32h18_0pent_298,c1ccc2c(c1)ccc1cc3cccc4c3c(c3cccc5cc6ccccc6c4c53)c12,1.588,
hc_c32h18_0pent_3,c1ccc2c(c1)cc1c3ccccc3c3c4ccccc4cc4c5ccccc5c2c1c43,0.668,
hc_c32h18_0pent_30,c1ccc2c(c1)ccc1c2c2ccccc2c2c3cccc4ccc5cccc(c5c43)c12,1.134,
hc_c32h18_0pent_300,c1ccc2c(c1)cc1cccc3c4cc5ccccc5c5c6ccccc6cc(c2c13)c45,1.072,
hc_c32h18_0pent_301,c1ccc2c(c1)ccc1cc3c4cccc5cccc(c6cc7ccccc7c(c12)c63)c54,0.768,
hc_c32h18_0pent_302,c1ccc2c(c1)cc1c3cccc4cc5ccccc5c(c43)c3c4ccccc4cc2c13,1.09,
hc_c32h18_0pent_303,c1ccc2c(c1)cc1c3c4ccccc4cc4cccc(c43)c3c4ccccc4cc2c13,1.358,
hc_c32h18_0pent_304,c1ccc2c(c1)ccc1cc3c4cccc5cccc(c54)c4c5ccccc5cc(c12)c34,0.985,
hc_c32h18_0pent_305,c1ccc2c(c1)ccc1c2cc2c3ccccc3cc3c4cccc5cccc(c54)c1c23,0.644,
hc_c32h18_0pent_306,c1ccc2c(c1)cc1c3cccc4cccc(c43)c3c4c(ccc5ccccc54)cc2c13,0.83,
hc_c32h18_0pent_307,c1ccc2c(c1)cc1c3cccc4cc5ccc6ccccc6c5c(c5cccc2c15)c43,0.857,
hc_c32h18_0pent_308,c1ccc2c(c1)ccc1c2cc2cccc3c4cc5ccccc5c5cccc(c54)c1c23,0.679,
hc_c32h18_0pent_309,c1ccc2c(c1)cc1c3c2cccc3c2c3ccccc3cc3cc4ccccc4c1c32,1.475,
hc_c32h18_0pent_31,c1ccc2c(c1)ccc1c2ccc2c1c1cccc3ccc4cc5ccccc5c2c4c31,0.721,
hc_c32h18_0pent_310,c1ccc2c(c1)ccc1cc3c4cccc5cc6ccccc6c(c6cccc(c12)c36)c54,1.078,
hc_c32h18_0pent_311,c1ccc2c(c1)cc1c3c2cccc3c2cc3ccccc3c3cc4ccccc4c1c32,0.648,
hc_c32h18_0pent_312,c1ccc2c(c1)ccc1c2cc2c3cccc4c5ccccc5cc(c5cccc1c52)c43,0.314,
hc_c32h18_0pent_313,c1ccc2c(c1)cc1c3cccc4c5c(ccc6ccccc65)cc(c5cccc2c15)c34,0.546,
hc_c32h18_0pent_314,c1ccc2c(c1)ccc1c2cc2c3cc4ccccc4c4cccc(c5cccc1c52)c43,0.315,
hc_c32h18_0pent_315,c1ccc2c(c1)cc1c3cc4ccc5ccccc5c4c4cccc(c5cccc2c51)c34,0.551,
hc_c32h18_0pent_316,c1ccc2c(c1)cc1c3cc4ccccc4c4c5ccccc5cc(c5cccc2c51)c34,0.582,
hc_c32h18_0pent_317,c1ccc2c(c1)cc1c3cc4ccccc4c4cc5ccccc5c(c5cccc2c15)c43,0.679,
hc_c32h18_0pent_318,c1ccc2c(c1)ccc1c2cc2cccc3c4cccc5c6ccccc6cc(c54)c1c23,0.65,
hc_c32h18_0pent_319,c1ccc2c(c1)cc1c3c2cccc3c2cccc3cc4ccc5ccccc5c4c1c32,0.832,
hc_c32h18_0pent_32,c1ccc2c(c1)ccc1c2ccc2c3cccc4ccc5cc6ccccc6c(c12)c5c43,0.586,
hc_c32h18_0pent_320,c1ccc2c(c1)ccc1ccc3c(cc4c5cccc6cccc(c7cccc3c74)c65)c12,0.557,
hc_c32h18_0pent_321,c1ccc2cc3c(ccc4c3cc3c5cccc6cccc(c7cccc4c73)c65)cc2c1,0.515,
hc_c32h18_0pent_322,c1ccc2c(c1)ccc1c2ccc2c1cc1c3cccc4cccc(c5cccc2c51)c43,0.344,
hc_c32h18_0pent_323,c1ccc2c(c1)c1ccccc1c1c2cc2c3cccc4cccc(c5cccc1c52)c43,0.567,
hc_c32h18_0pent_324,c1ccc2c(c1)ccc1c2cc2c3cccc4cccc(c5cc6ccccc6c1c52)c43,0.607,
hc_c32h18_0pent_325,c1ccc2c(c1)ccc1c2cc2c3cccc4cccc(c43)c3c4ccccc4cc1c23,0.753,
hc_c32h18_0pent_326,c1ccc2c(c1)ccc1c2cc2c3cccc4cc5ccccc5c(c5cccc1c25)c43,0.801,
hc_c32h18_0pent_327,c1ccc2c(c1)ccc1c2cc2c3c1cccc3c1cccc3cc4ccccc4c2c31,0.76,
hc_c32h18_0pent_328,c1ccc2cc3c(cc2c1)cc1c2cccc4cccc(c5cc6ccccc6c3c51)c42,0.787,
hc_c32h18_0pent_329,c1ccc2cc3c(cc2c1)cc1c2cccc4cccc(c42)c2c4ccccc4cc3c12,0.842,
hc_c32h18_0pent_33,c1ccc2c(c1)c1ccccc1c1c2ccc2c3cccc4ccc5cccc(c5c43)c21,0.442,
hc_c32h18_0pent_330,c1ccc2cc3c(cc2c1)cc1c2cccc4cc5ccccc5c(c5cccc3c15)c42,0.951,
hc_c32h18_0pent_331,c1ccc2cc3c(cc2c1)cc1c2cccc4c5ccccc5cc(c5cccc3c51)c42,0.454,
hc_c32h18_0pent_332,c1ccc2cc3c(cc2c1)cc1c2cc4ccccc4c4cccc(c5cccc3c51)c42,0.458,
hc_c32h18_0pent_333,c1ccc2cc3c(cc2c1)cc1c2c3cccc2c2cccc3cc4ccccc4c1c32,0.907,
hc_c32h18_0pent_334,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2cccc4cccc(c5cccc3c51)c42,0.375,
hc_c32h18_0pent_335,c1ccc2cc3cc4c(cc3cc2c1)cc1c2cccc3cccc(c5cccc4c51)c32,0.758,
hc_c32h18_0pent_336,c1ccc2c(c1)ccc1cc3cc4c5cccc6cccc(c7cccc(c3cc12)c74)c65,0.389,
hc_c32h18_0pent_337,c1ccc2c(c1)ccc1cc3c4c(cccc4c12)c1cccc2cc4ccccc4c3c21,1.066,
hc_c32h18_0pent_338,c1ccc2c(c1)ccc1c2ccc2cc3c4cccc5cccc(c6cccc(c21)c63)c54,0.58,
hc_c32h18_0pent_339,c1ccc2cc3c(ccc4cc5c6cccc7cccc(c8cccc(c43)c85)c76)cc2c1,0.734,
hc_c32h18_0pent_34,c1ccc2c(c1)ccc1c2ccc2c1ccc1c3cccc4ccc5cccc(c21)c5c43,0.306,
hc_c32h18_0pent_340,c1ccc2c(c1)ccc1ccc3cc4c5cccc6cccc(c7cccc(c74)c3c12)c65,0.734,
hc_c32h18_0pent_35,c1ccc2cc3c(ccc4c3ccc3c5cccc6ccc7cccc(c43)c7c65)cc2c1,0.465,
hc_c32h18_0pent_36,c1ccc2c(c1)ccc1ccc3c(ccc4c5cccc6ccc7cccc(c34)c7c65)c12,0.629,
hc_c32h18_0pent_37,c1ccc2c(c1)cc1ccc3cccc4c3c1c2c1c2ccccc2c2ccccc2c41,0.996,
hc_c32h18_0pent_38,c1ccc2c(c1)ccc1c3ccccc3c3c4cccc5ccc6cccc(c6c54)c3c21,0.886,
hc_c32h18_0pent_39,c1ccc2c(c1)ccc1c2c2cccc3ccc4cc5ccc6ccccc6c5c1c4c32,0.813,
hc_c32h18_0pent_4,c1ccc2c(c1)ccc1c3cc4ccccc4c4c5ccccc5c5cccc(c21)c5c34,0.714,
hc_c32h18_0pent_40,c1ccc2c(c1)ccc1ccc3c(c4cccc5ccc6cc7ccccc7c3c6c54)c12,0.969,
hc_c32h18_0pent_41,c1ccc2c(c1)ccc1cc3c(cc12)c1cccc2c4ccccc4c4cccc3c4c21,0.04,
hc_c32h18_0pent_42,c1ccc2cc3c(cc2c1)c1cccc2c4ccccc4c4cc5ccccc5c3c4c21,0.458,
hc_c32h18_0pent_43,c1ccc2cc3c(cc2c1)c1cccc2c4ccccc4c4c5ccccc5cc3c4c12,0.45,
hc_c32h18_0pent_44,c1ccc2cc3c(cc2c1)c1cccc2c4ccc5ccccc5c4c4cccc3c4c12,0.402,
hc_c32h18_0pent_45,c1ccc2cc3c(cc2c1)c1cccc2c4cc5ccccc5cc4c4cccc3c4c12,0.251,
hc_c32h18_0pent_46,c1ccc2cc3c(cc2c1)c1cccc2ccc4c5c(ccc6ccccc65)cc3c4c21,0.42,
hc_c32h18_0pent_47,c1ccc2cc3c(cc2c1)c1cccc2ccc4c5ccc6ccccc6c5cc3c4c21,0.179,
hc_c32h18_0pent_48,c1ccc2c(c1)ccc1cc3c(cc12)c1cc2ccccc2c2ccc4cccc3c4c21,0.12,
hc_c32h18_0pent_49,c1ccc2c(c1)ccc1cc3c(cc12)c1cccc2ccc4c5ccccc5cc3c4c21,0.115,
hc_c32h18_0pent_5,c1ccc2c(c1)ccc1c3cccc4c5ccccc5c5c6ccccc6cc(c21)c5c43,0.696,
hc_c32h18_0pent_50,c1ccc2cc3c(cc2c1)c1cc2ccccc2c2ccc4cc5ccccc5c3c4c21,0.63,
hc_c32h18_0pent_51,c1ccc2cc3c(cc2c1)c1cc2ccccc2c2ccc4c5ccccc5cc3c4c21,0.25,
hc_c32h18_0pent_52,c1ccc2cc3c(cc2c1)c1c2ccccc2cc2ccc4cc5ccccc5c3c4c21,0.794,
hc_c32h18_0pent_53,c1ccc2cc3c(cc2c1)c1cccc2ccc4cc5c6ccccc6ccc5c3c4c21,0.455,
hc_c32h18_0pent_54,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c5cc6ccccc6cc5c3c1c24,0.753,
hc_c32h18_0pent_55,c1ccc2cc3c(cc2c1)c1cccc2ccc4cc5ccc6ccccc6c5c3c4c21,0.621,
hc_c32h18_0pent_56,c1ccc2c(c1)ccc1ccc3cc4c(cc3c12)c1cccc2ccc3cccc4c3c21,0.281,
hc_c32h18_0pent_57,c1ccc2cc3c(ccc4cc5c(cc43)c3cccc4ccc6cccc5c6c43)cc2c1,0.178,
hc_c32h18_0pent_58,c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)c1cccc2ccc3cccc4c3c21,0.073,
hc_c32h18_0pent_59,c1ccc2c(c1)c1ccccc1c1cc3c(cc21)c1cccc2ccc4cccc3c4c21,0,
hc_c32h18_0pent_6,c1ccc2c(c1)ccc1cc3c4ccccc4c4cccc5c6ccccc6c(c12)c3c45,0.462,
hc_c32h18_0pent_60,c1ccc2c(c1)ccc1cc3c(cc12)c1cccc2ccc4cc5ccccc5c3c4c21,0.426,
hc_c32h18_0pent_61,c1ccc2c(c1)ccc1cc3c4cccc5ccc6cc7ccccc7c(c3cc12)c6c54,0.413,
